player_match_id,match_no,team,squad_no,player_name,position_group,offering_summary_v01,offering_summary_v02,offering_summary_v03,offering_made,offering_received,offering_made_received_pct,dist_v01,dist_v02,dist_v03,dist_v04,dist_v05,dist_v06,dist_v07,passes_attempted,passes_completed,pass_completion_pct,dist_v08,dist_v09,dist_v10,dist_v11,dist_v12,offers_v01,offers_v02,offers_v03,total_offers,offers_received,offers_v04,offers_v05,offers_v06,offers_v07,offers_v08,oop_v01,oop_v02,oop_v03,oop_v04,oop_v05,oop_v06,oop_v07,oop_v08,oop_v09,oop_v10,oop_v11,oop_v12,oop_v13,physical_v01,physical_v02,physical_v03,physical_v04,physical_v05,physical_v06,physical_v07,physical_v08,total_distance_m,zone1_0_7_m,zone2_7_15_m,zone3_15_20_m,zone4_20_25_m,zone5_25_plus_m,high_speed_runs_zone3,sprints_zone4_5,top_speed_kmh,physical_v09,oop_v14,dist_v13,dist_v14,offering_summary_v04,offering_summary_v05,offering_summary_v06,offering_summary_v07,dist_v15,dist_v16,dist_v17,dist_v18,dist_v19,dist_v20,dist_v21,dist_v22,offers_v09,offers_v10,offers_v11,offers_v12,offers_v13,offers_v14,oop_v15,oop_v16,oop_v17,oop_v18,oop_v19,oop_v20,oop_v21,physical_v10,physical_v11,physical_v12,physical_v13,physical_v14,physical_v15,physical_v16,physical_v17,physical_v18,physical_v19,dist_v23,dist_v24,dist_v25,dist_v26,dist_v27,dist_v28,dist_v29,dist_v30,dist_v31,dist_v32,dist_v33,dist_v34,dist_v35,dist_v36,dist_v37,dist_v38,dist_v39,dist_v40,dist_v41,dist_v42,dist_v43,dist_v44,dist_v45,dist_v46,dist_v47,dist_v48,dist_v49,dist_v50,dist_v51,dist_v52,dist_v53,dist_v54,dist_v55,dist_v56,dist_v57,dist_v58,dist_v59,dist_v60,dist_v61,dist_v62,dist_v63,dist_v64,dist_v65,dist_v66,dist_v67,dist_v68,dist_v69,dist_v70,dist_v71,dist_v72,dist_v73,dist_v74,dist_v75,dist_v76,dist_v77,dist_v78,dist_v79,dist_v80,dist_v81,dist_v82,dist_v83,dist_v84,dist_v85,dist_v86,dist_v87,dist_v88,dist_v89,dist_v90,dist_v91,dist_v92,dist_v93,dist_v94,dist_v95,dist_v96,dist_v97,dist_v98,dist_v99,dist_v100,dist_v101,offers_v15,offers_v16,offers_v17,offers_v18,offers_v19,offers_v20,offers_v21,offers_v22,offers_v23,offers_v24,offers_v25,offers_v26,offers_v27,offers_v28,offers_v29,offers_v30,offers_v31,offers_v32,offers_v33,offers_v34,offers_v35,offers_v36,offers_v37,offers_v38,offers_v39,offers_v40,offers_v41,offers_v42,offers_v43,offers_v44,offers_v45,offers_v46,offers_v47,offers_v48,offers_v49,offers_v50,offers_v51,oop_v22,oop_v23,oop_v24,oop_v25,oop_v26,oop_v27,oop_v28,oop_v29,oop_v30,oop_v31,oop_v32,oop_v33,oop_v34,oop_v35,oop_v36,oop_v37,oop_v38,oop_v39,oop_v40,oop_v41,oop_v42,oop_v43,oop_v44,oop_v45,oop_v46,oop_v47,oop_v48,oop_v49,oop_v50,oop_v51,oop_v52,oop_v53,oop_v54,oop_v55,oop_v56,oop_v57,oop_v58,oop_v59,oop_v60,oop_v61,oop_v62,oop_v63,oop_v64,oop_v65,oop_v66,oop_v67,oop_v68,oop_v69,oop_v70,oop_v71,oop_v72,oop_v73,oop_v74,oop_v75,oop_v76,oop_v77,dist_v102,dist_v103,dist_v104
M044_jordan_10,44,Jordan,10,MOUSA ALTAMARI,FW,26.0,10.0,38.5%,26.0,10.0,38.5,12.0,10.0,83%,3.0,3.0,100%,4,12.0,10.0,83.0,4,2,,,,26.0,9.0,1.0,26.0,10.0,1.0,13.0,2.0,10.0,,1,21.0,1.0,1.0,1.0,25,16.0,,,,,,,9158.7,3577.9,3485.2,1102.1,520.5,473.0,93.0,44.0,9158.7,3577.9,3485.2,1102.1,520.5,473.0,93.0,44.0,34.6,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M044_jordan_11,44,Jordan,11,ODEH FAKHOURY,FW,5.0,1.0,20%,5.0,1.0,20.0,3.0,2.0,67%,,,,,3.0,2.0,67.0,,,,,,5.0,1.0,3.0,5.0,1.0,1.0,1.0,,,,1,4.0,1.0,5.0,2.0,,,,,,,,,2704.0,765.0,1209.5,449.0,250.1,30.3,39.0,16.0,2704.0,765.0,1209.5,449.0,250.1,30.3,39.0,16.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M044_jordan_13,44,Jordan,13,MAHMOUD ALMARDI,FW,45.0,18.0,40%,45.0,18.0,40.0,22.0,18.0,82%,3.0,1.0,8,6,22.0,18.0,82.0,75%,3,3.0,1.0,,45.0,1.0,18.0,45.0,18.0,1.0,4.0,13.0,8.0,18.0,2 / 0,2.0,9.0,32.0,5.0,31,21.0,,,,,,,10324.8,2742.8,4728.7,2064.5,714.8,73.9,189.0,52.0,10324.8,2742.8,4728.7,2064.5,714.8,73.9,189.0,52.0,28.9,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M044_jordan_17,44,Jordan,17,SALEEM OBAID,DF,0.0,0.0,0%,0.0,0.0,0.0,2.0,1.0,50%,,,,,2.0,1.0,50.0,,,,,,,,,,,,,,,,1 / 1,1.0,1.0,2.0,1.0,1,,,,,,,,775.8,254.4,363.5,94.6,63.2,11.0,6.0,24.1,775.8,254.4,363.5,94.6,63.2,11.0,6.0,,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M044_jordan_20,44,Jordan,20,MOHANNAD ABUTAHA,MF,8.0,4.0,50%,8.0,4.0,50.0,29.0,21.0,72%,1.0,1.0,12,5,29.0,21.0,72.0,42%,5,5.0,,,8.0,1.0,1.0,8.0,4.0,4.0,2.0,4.0,,,10 / 2,3.0,5.0,13.0,27.0,1,1.0,5.0,10,45,25,10.0,7,9717.3,3331.6,4282.2,1438.5,518.0,146.9,119.0,45.0,9717.3,3331.6,4282.2,1438.5,518.0,146.9,119.0,45.0,31.8,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M044_jordan_21,44,Jordan,21,NIZAR ALRASHDAN,MF,11.0,5.0,45.5%,11.0,5.0,45.5,25.0,19.0,76%,10.0,5.0,50%,2,25.0,19.0,76.0,2,2,1.0,,,11.0,6.0,3.0,11.0,5.0,1.0,1.0,5.0,,,10 / 2,4.0,8.0,37.0,2.0,2,3.0,9.0,36,17,4,6.0,,11326.8,3448.0,5654.0,1613.3,444.7,166.8,143.0,31.0,11326.8,3448.0,5654.0,1613.3,444.7,166.8,143.0,31.0,31.1,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M044_jordan_23,44,Jordan,23,EHSAN HADDAD,DF,17.0,6.0,35.3%,17.0,6.0,35.3,26.0,21.0,81%,2.0,1.0,13,10,26.0,21.0,81.0,77%,3,2.0,1.0,,17.0,1.0,1.0,17.0,6.0,1.0,1.0,3.0,10.0,6.0,9 / 0,5.0,1.0,9.0,21.0,4,4.0,42.0,17,2,7,,,11202.0,4016.2,4946.1,1549.1,554.5,136.1,146.0,40.0,11202.0,4016.2,4946.1,1549.1,554.5,136.1,146.0,40.0,30.9,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M044_jordan_24,44,Jordan,24,ALI AZAIZEH,FW,6.0,4.0,66.7%,6.0,4.0,66.7,5.0,4.0,80%,1.0,1.0,100%,,5.0,4.0,80.0,,,,,,6.0,1.0,1.0,6.0,4.0,1.0,2.0,1.0,4.0,,1 / 0,1.0,3.0,2.0,1.0,1,,,,,,,,1684.5,479.3,745.0,317.0,109.7,33.4,23.0,8.0,1684.5,479.3,745.0,317.0,109.7,33.4,23.0,8.0,29.9,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M045_england_01,45,England,1,Jordan PICKFORD,GK,8.0,3.0,37.5%,8.0,3.0,37.5,24.0,22.0,92%,2.0,6.0,4,67%,24.0,22.0,92.0,,,,,,8.0,8.0,3.0,8.0,3.0,,,,,,6,3.0,,,,,,,,,,,,5818.0,3871.7,1602.0,279.0,53.2,12.2,29.0,5.0,5818.0,3871.7,1602.0,279.0,53.2,12.2,29.0,5.0,26.6,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M045_england_02,45,England,2,Ezri KONSA,DF,21.0,18.0,85.7%,21.0,18.0,85.7,120.0,116.0,97%,1.0,25.0,23,92%,120.0,116.0,97.0,2,2,,,,21.0,2.0,19.0,21.0,18.0,18.0,,,,,3 / 1,3.0,5.0,1.0,3.0,3,1.0,5.0,2,,,,,9462.7,4429.1,3678.3,944.8,275.0,135.4,80.0,22.0,9462.7,4429.1,3678.3,944.8,275.0,135.4,80.0,22.0,32.5,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M045_england_03,45,England,3,Nico OREILLY,DF,14.0,4.0,28.6%,14.0,4.0,28.6,12.0,11.0,92%,1.0,1.0,100%,1,12.0,11.0,92.0,1,2,,,,14.0,6.0,1.0,14.0,4.0,1.0,5.0,1.0,4.0,,1 / 1,1.0,2.0,4.0,4.0,1,2.0,,,,,,,3206.2,1135.0,1328.8,459.8,194.1,88.4,37.0,16.0,3206.2,1135.0,1328.8,459.8,194.1,88.4,37.0,16.0,32.8,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M045_england_04,45,England,4,Declan RICE,MF,33.0,13.0,39.4%,33.0,13.0,39.4,48.0,42.0,88%,1.0,11.0,3,13,48.0,42.0,88.0,8,62%,1.0,1.0,3,33.0,9.0,6.0,33.0,13.0,1.0,1.0,13.0,3.0,13.0,1,3.0,2.0,1.0,2.0,8,4.0,1.0,,,,,,11072.3,3813.6,4827.6,1491.4,635.0,304.6,136.0,45.0,11072.3,3813.6,4827.6,1491.4,635.0,304.6,136.0,45.0,32.3,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M045_england_06,45,England,6,Marc GUEHI,DF,9.0,7.0,77.8%,9.0,7.0,77.8,128.0,126.0,98%,1.0,16.0,14,88%,128.0,126.0,98.0,5,5,1.0,,,9.0,3.0,1.0,9.0,7.0,5.0,7.0,,,,1,6.0,6.0,2.0,4.0,10,1.0,,,,,,,9902.0,3535.9,4794.8,1065.7,341.2,164.3,100.0,27.0,9902.0,3535.9,4794.8,1065.7,341.2,164.3,100.0,27.0,32.6,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M045_england_07,45,England,7,Bukayo SAKA,FW,14.0,7.0,50%,14.0,7.0,50.0,8.0,8.0,100%,1.0,1.0,1,1,8.0,8.0,100.0,2,,,,,14.0,3.0,1.0,14.0,7.0,1.0,5.0,4.0,7.0,,1,1.0,,,,,,,,,,,,2981.2,1275.4,1154.3,410.9,104.3,36.2,34.0,9.0,2981.2,1275.4,1154.3,410.9,104.3,36.2,34.0,9.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M045_england_08,45,England,8,Elliot ANDERSON,MF,54.0,26.0,48.1%,54.0,26.0,48.1,76.0,67.0,88%,19.0,13.0,68%,1,76.0,67.0,88.0,1,4,,,,54.0,27.0,8.0,54.0,26.0,1.0,18.0,26.0,,,4 / 1,1.0,1.0,9.0,3.0,4,4.0,5.0,13,1,5,,,8970.2,2749.9,4111.5,1512.7,492.2,103.9,128.0,38.0,8970.2,2749.9,4111.5,1512.7,492.2,103.9,128.0,38.0,28.6,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M045_england_09,45,England,9,Harry KANE,FW,14.0,4.0,28.6%,14.0,4.0,28.6,10.0,8.0,80%,1.0,3.0,1,33%,10.0,8.0,80.0,3,,,,,14.0,7.0,6.0,14.0,4.0,1.0,4.0,,,,5,17.0,2.0,2.0,1.0,11,6.0,,,,,,,10295.0,4507.4,4098.5,1045.8,511.0,132.3,101.0,33.0,10295.0,4507.4,4098.5,1045.8,511.0,132.3,101.0,33.0,30.8,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M045_england_10,45,England,10,Jude BELLINGHAM,MF,83.0,25.0,30.1%,83.0,25.0,30.1,30.0,27.0,90%,1.0,4.0,2,50%,30.0,27.0,90.0,1,1,1.0,,,83.0,27.0,35.0,83.0,25.0,2.0,18.0,1.0,25.0,,3 / 2,3.0,17.0,4.0,16.0,5,2.0,1.0,,,,,,8089.1,3290.5,2726.0,1173.8,644.2,254.7,92.0,51.0,8089.1,3290.5,2726.0,1173.8,644.2,254.7,92.0,51.0,30.8,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M045_england_11,45,England,11,Marcus RASHFORD,FW,11.0,6.0,54.5%,11.0,6.0,54.5,7.0,6.0,86%,1.0,4.0,1,5,7.0,6.0,86.0,3,60%,,,,11.0,3.0,6.0,11.0,6.0,2.0,6.0,,,,1 / 0,1.0,,,,,,,,,,,,1492.5,595.4,574.1,177.6,95.4,50.0,16.0,10.0,1492.5,595.4,574.1,177.6,95.4,50.0,16.0,10.0,29.2,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M045_england_17,45,England,17,Morgan ROGERS,MF,19.0,5.0,26.3%,19.0,5.0,26.3,7.0,4.0,57%,1.0,3.0,2,67%,7.0,4.0,57.0,2,2,,,,19.0,2.0,7.0,19.0,5.0,1.0,1.0,6.0,2.0,5.0,1,1.0,1.0,1.0,,,,,,,,,,2685.4,954.5,1207.4,376.9,111.1,35.5,32.0,10.0,2685.4,954.5,1207.4,376.9,111.1,35.5,32.0,10.0,26.6,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M045_england_18,45,England,18,Anthony GORDON,FW,44.0,18.0,40.9%,44.0,18.0,40.9,24.0,22.0,92%,2.0,7.0,5,71%,24.0,22.0,92.0,7,7,1.0,,,44.0,18.0,4.0,44.0,18.0,1.0,12.0,9.0,18.0,,2 / 0,1.0,2.0,3.0,3.0,3,2.0,2.0,,,,,,7039.2,3359.8,2287.5,799.6,314.9,277.5,56.0,37.0,7039.2,3359.8,2287.5,799.6,314.9,277.5,56.0,37.0,33.2,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M045_england_20,45,England,20,Noni MADUEKE,FW,60.0,18.0,30%,60.0,18.0,30.0,29.0,23.0,79%,5.0,2.0,8,5,29.0,23.0,79.0,62%,7,6.0,1.0,2,60.0,8.0,3.0,60.0,18.0,4.0,2.0,22.0,21.0,18.0,1 / 0,4.0,8.0,4.0,7.0,5,,,,,,,,8184.4,3629.4,3016.2,1011.2,334.1,193.4,95.0,30.0,8184.4,3629.4,3016.2,1011.2,334.1,193.4,95.0,30.0,33.3,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M045_england_21,45,England,21,Eberechi EZE,MF,8.0,5.0,62.5%,8.0,5.0,62.5,10.0,7.0,70%,1.0,1.0,1,1,10.0,7.0,70.0,,,,,,8.0,3.0,1.0,8.0,5.0,3.0,1.0,5.0,,,1,3.0,,,,,,,,,,,,2270.2,892.2,1018.0,205.5,146.4,8.1,19.0,9.0,2270.2,892.2,1018.0,205.5,146.4,8.1,19.0,9.0,26.7,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M045_england_24,45,England,24,Reece JAMES,DF,52.0,23.0,44.2%,52.0,23.0,44.2,73.0,71.0,97%,1.0,5.0,1,15,73.0,71.0,97.0,11,73%,1.0,1.0,,52.0,21.0,1.0,52.0,23.0,1.0,2.0,13.0,14.0,23.0,3 / 0,1.0,1.0,6.0,3.0,2,2.0,4.0,2,12,7,2.0,2,9651.1,4274.5,3797.3,861.8,469.3,248.2,68.0,41.0,9651.1,4274.5,3797.3,861.8,469.3,248.2,68.0,41.0,33.6,33.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M045_england_25,45,England,25,Djed SPENCE,DF,45.0,19.0,42.2%,45.0,19.0,42.2,46.0,45.0,98%,1.0,14.0,14,100%,46.0,45.0,98.0,1,1,,,,45.0,15.0,4.0,45.0,19.0,11.0,15.0,19.0,,,1 / 1,2.0,1.0,7.0,2.0,2,3.0,2.0,2,2,,,,7157.3,2963.4,2687.2,801.3,413.2,292.2,71.0,36.0,7157.3,2963.4,2687.2,801.3,413.2,292.2,71.0,36.0,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M045_ghana_03,45,Ghana,3,Caleb YIRENKYI,MF,7.0,1.0,14.3%,7.0,1.0,14.3,12.0,6.0,50%,3.0,,,,12.0,6.0,50.0,,,,,,7.0,1.0,1.0,7.0,1.0,5.0,1.0,,,,2 / 1,4.0,36.0,3.0,1.0,27,18.0,2.0,3,,,,,10789.7,3605.5,4865.3,1512.3,546.5,260.1,130.0,44.0,10789.7,3605.5,4865.3,1512.3,546.5,260.1,130.0,44.0,31.3,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M045_ghana_04,45,Ghana,4,Jonas ADJETEY,DF,9.0,3.0,33.3%,9.0,3.0,33.3,20.0,15.0,75%,1.0,5.0,3,60%,20.0,15.0,75.0,1,1,,,,9.0,1.0,8.0,9.0,3.0,3.0,,,,,3 / 1,3.0,1.0,1.0,4.0,6,5.0,2.0,4,5,,,,10043.7,4223.1,4249.0,1198.2,315.6,57.9,97.0,31.0,10043.7,4223.1,4249.0,1198.2,315.6,57.9,97.0,31.0,29.4,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M045_ghana_05,45,Ghana,5,Thomas PARTEY,MF,12.0,4.0,33.3%,12.0,4.0,33.3,28.0,21.0,75%,10.0,6.0,60%,3,28.0,21.0,75.0,2,1,,,,12.0,7.0,1.0,12.0,4.0,4.0,4.0,,,,6 / 1,4.0,1.0,6.0,8.0,1,1.0,4.0,2,23,7,7.0,4,10073.1,3837.7,4495.9,1384.1,303.0,52.5,123.0,26.0,10073.1,3837.7,4495.9,1384.1,303.0,52.5,123.0,26.0,28.3,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
